objectId,trackedData,position,rotation,camera,trackingRate,replayGameObject,replayScripts
0,/Player/SteamVRObjects/VRCamera,True,True,True,100,/Expe Recorder/VRCameraModel,ShowCameraFrustum|GazeManager
1,/Player/SteamVRObjects/LeftHand/LeftRenderModel Slim(Clone),True,True,False,100,/LeftRenderModel Slim,
2,/Player/SteamVRObjects/RightHand/RightRenderModel Slim(Clone),True,True,False,100,/RightRenderModel Slim,
3,/Expe Recorder/Eye,True,True,False,100,/Expe Recorder/Eye,ShowGaze
4,/Livingroom/Props/Kitchen/Food/Saucisson,True,True,False,100,,
5,/Livingroom/Props/Salon/Remote_control,True,True,False,100,,
6,/Bedroom 2/Props/Closet/closet/Doors/Anchor,True,True,False,100,,
7,/Livingroom/Props/Dining Room/Chair,True,True,False,100,,
8,/Livingroom/Props/Salon/Cushion (4),True,True,False,100,,
9,/Livingroom/Props/Kitchen/Food/Salad/Salad (3),True,True,False,100,,
10,/Bedroom/Props/Closet (1)/Clothes/Pants,True,True,False,100,,
11,/Bedroom/Props/Closet (1)/closet/Base/Mid/Drawer,True,True,False,100,,
12,/Livingroom/Props/Kitchen/Food/Pineapple,True,True,False,100,,
13,/Livingroom/Props/Dining Room/Cutlery (1)/Bowl,True,True,False,100,,
14,/Livingroom/Props/Kitchen/Cutlery (4)/Bowl,True,True,False,100,,
15,/Livingroom/Props/Dining Room/Cutlery (2)/Knife,True,True,False,100,,
16,/Livingroom/Props/Dining Room/Chair (3),True,True,False,100,,
17,/Bedroom 2/Props/Keyboard,True,True,False,100,,
18,/Livingroom/Props/Dining Room/Food/Pineapple,True,True,False,100,,
19,/Bedroom 2/Props/Closet/closet/Doors/Anchor,True,True,False,100,,
20,/Bedroom 2/Props/Closet/books (2),True,True,False,100,,
21,/Livingroom/Props/Kitchen/Cabinet Bot 3/Bot/Drawer,True,True,False,100,,
22,/Bedroom 2/Props/Closet/closet/Doors/Anchor,True,True,False,100,,
23,/Bedroom 2/Props/Closet/closet/Base/Top/Drawer,True,True,False,100,,
24,/Bedroom/Props/Closet (1)/Clothes/Shirt (4),True,True,False,100,,
25,/Livingroom/Props/Kitchen/Food/Pepper,True,True,False,100,,
26,/Livingroom/Props/Kitchen/Food/Sushis/Sushi,True,True,False,100,,
27,/Livingroom/Props/Dining Room/Cutlery (1)/Glass,True,True,False,100,,
28,/Livingroom/Props/Dining Room/Cutlery (3)/Bowl,True,True,False,100,,
29,/Bedroom 2/Props/Closet/Clothes/Pants (1),True,True,False,100,,
30,/Bedroom 2/Props/Closet/Clothes/Shirt,True,True,False,100,,
31,/Livingroom/Props/Dining Room/Cutlery (2)/Bowl,True,True,False,100,,
32,/Livingroom/Props/Dining Room/Food/Avocado,True,True,False,100,,
33,/Livingroom/Props/Kitchen/Cutlery (4)/Fork,True,True,False,100,,
34,/Bedroom 2/Props/Closet/Clothes/Shirt (3),True,True,False,100,,
35,/Livingroom/Props/Dining Room/Cutlery/Spoon,True,True,False,100,,
36,/Bedroom/Props/Closet (1)/Clothes/Shirt (3),True,True,False,100,,
37,/Bedroom 2/Props/Closet/closet/Doors/Anchor,True,True,False,100,,
38,/Livingroom/Props/Dining Room/Cutlery (3)/Fork,True,True,False,100,,
39,/Bedroom 2/Props/Closet/closet/Base/Mid/Drawer,True,True,False,100,,
40,/Livingroom/Props/Dining Room/Chair (2),True,True,False,100,,
41,/Hall/DoorMechanism/Door,True,True,False,100,,
42,/Bedroom 2/Props/Closet/Clothes/Shirt (2),True,True,False,100,,
43,/Bedroom/Props/Closet (1)/closet/Doors/Anchor,True,True,False,100,,
44,/Livingroom/Props/Dining Room/Food/Rice_Bowl,True,True,False,100,,
45,/Livingroom/Props/Dining Room/Cutlery (3)/Glass,True,True,False,100,,
46,/Livingroom/Props/Kitchen/fridge/Fridge_door_caps,True,True,False,100,,
47,/Livingroom/Props/Dining Room/Food/Chicken,True,True,False,100,,
48,/Livingroom/Props/Kitchen/Pot/Pot,True,True,False,100,,
49,/Bedroom 2/Props/Closet/Clothes/Pants (2),True,True,False,100,,
50,/Livingroom/Props/Kitchen/Fry Pan (1),True,True,False,100,,
51,/Livingroom/Props/Dining Room/Cutlery (3)/Knife,True,True,False,100,,
52,/Livingroom/Props/Kitchen/Food/Cheese,True,True,False,100,,
53,/Livingroom/Props/Dining Room/Chair (4),True,True,False,100,,
54,/Bedroom/Props/Closet (1)/blueshoes (1),True,True,False,100,,
55,/Livingroom/Props/Dining Room/Cutlery (1)/Fork,True,True,False,100,,
56,/Livingroom/Props/Kitchen/Pot/Pot,True,True,False,100,,
57,/Bedroom/Props/Closet (1)/Clothes/Shirt (2),True,True,False,100,,
58,/Livingroom/Props/Salon/Cylinder pot shrub plant prefab,True,True,False,100,,
59,/Livingroom/Props/Kitchen/Cutlery (4)/Spoon,True,True,False,100,,
60,/Livingroom/Props/Kitchen/Food/Tomato,True,True,False,100,,
61,/Bedroom/Props/Closet (1)/closet/Doors/Anchor,True,True,False,100,,
62,/Livingroom/Props/Salon/Cushion (3),True,True,False,100,,
63,/Livingroom/Props/Salon/Cushion (2),True,True,False,100,,
64,/Livingroom/Props/Kitchen/Sink_Double/Sink002:Sink_Knobs/Sink002:Left_Knob,True,True,False,100,,
65,/Livingroom/Props/Dining Room/Cutlery/Fork,True,True,False,100,,
66,/Bedroom/Props/Closet (1)/books (3),True,True,False,100,,
67,/Bedroom 2/Props/Closet/blueshoes,True,True,False,100,,
68,/Bedroom 2/Props/Closet/book_0001b,True,True,False,100,,
69,/Bedroom 2/Props/Closet/closet/Doors/Anchor,True,True,False,100,,
70,/Livingroom/Props/Kitchen/Cutlery (4)/Glass,True,True,False,100,,
71,/Livingroom/Props/Dining Room/Cutlery (1)/Knife,True,True,False,100,,
72,/Livingroom/Props/Kitchen/modern_smart_stove_low/Door,True,True,False,100,,
73,/Livingroom/Props/Dining Room/Cutlery (2)/Fork,True,True,False,100,,
74,/Livingroom/Props/Dining Room/Food/Burger,True,True,False,100,,
75,/Hall/DoorMechanism (1)/Door,True,True,False,100,,
76,/Livingroom/Props/Dining Room/Cutlery (2)/Glass,True,True,False,100,,
77,/Bedroom/Props/Closet (1)/blueshoes,True,True,False,100,,
78,/Livingroom/Props/Salon/Triangle pot shrub plant prefab,True,True,False,100,,
79,/Livingroom/Props/Dining Room/Food/Banana,True,True,False,100,,
80,/Bedroom/Props/Closet (1)/closet/Base/Bot/Drawer,True,True,False,100,,
81,/Livingroom/Props/Kitchen/Sink_Double/Sink002:Sink_Knobs/Sink002:Right_Knob,True,True,False,100,,
82,/Livingroom/Props/Kitchen/Cutlery (4)/Knife,True,True,False,100,,
83,/Livingroom/Props/Kitchen/Cabinet Bot 1/Anchor/Drawer,True,True,False,100,,
84,/Livingroom/Props/Kitchen/Food/Pineapple,True,True,False,100,,
85,/Bedroom/Props/Closet (1)/closet/Doors/Anchor,True,True,False,100,,
86,/Hall/DoorMechanism (3)/Door,True,True,False,100,,
87,/Livingroom/Props/Kitchen/Cabinet Bot 3/Mid/Drawer,True,True,False,100,,
88,/Livingroom/Props/Kitchen/Food/Salad/Salad,True,True,False,100,,
89,/Livingroom/Props/Kitchen/Food/Watermelon,True,True,False,100,,
90,/Bedroom 2/Props/Closet/book_0001d,True,True,False,100,,
91,/Bedroom 2/Props/Mouse,True,True,False,100,,
92,/Livingroom/Props/Dining Room/Cutlery/Knife,True,True,False,100,,
93,/Livingroom/Props/Kitchen/Food/Sushis/Sushi (2),True,True,False,100,,
94,/Bedroom 2/Props/Closet/Clothes/Shirt (4),True,True,False,100,,
95,/Bedroom/Props/Closet (1)/book_0001d,True,True,False,100,,
96,/Bathroom/Props/Sanitizer (3),True,True,False,100,,
97,/Bathroom/Props/Sanitizer,True,True,False,100,,
98,/Livingroom/Props/Dining Room/Food/Burger (1),True,True,False,100,,
99,/Livingroom/Props/Dining Room/Cutlery/Bowl,True,True,False,100,,
100,/Livingroom/Props/Kitchen/Fry Pan,True,True,False,100,,
101,/Bedroom/Props/Closet (1)/closet/Doors/Anchor,True,True,False,100,,
102,/Livingroom/Props/Salon/Record Player,True,True,False,100,,
103,/Bedroom 2/Props/Closet/closet/Base/Bot/Drawer,True,True,False,100,,
104,/Livingroom/Props/Kitchen/Food/Egg,True,True,False,100,,
105,/Livingroom/Props/Dining Room/Cutlery (2)/Spoon,True,True,False,100,,
106,/Livingroom/Props/Kitchen/Cabinet Bot 3/Top/Drawer,True,True,False,100,,
107,/Livingroom/Props/Kitchen/Food/Salad/Salad (2),True,True,False,100,,
108,/Livingroom/Props/Dining Room/Cutlery/Glass,True,True,False,100,,
109,/Bedroom 2/Props/Closet/blueshoes (1),True,True,False,100,,
